blockNumber,gasUsed
7213666,7996777
7213667,7985807
7213668,7987720
7213669,0
7213670,7899958
7213671,7981951
7213672,0
7213673,7987702
7213674,7977893
7213675,7986691
7213676,7897213
7213677,7992524
7213678,7994409
7213679,7996754
7213680,2708027
7213681,7566684
7213682,662925
7213683,7044972
7213684,145289
7213685,8020511
7213686,7993202
7213687,8001339
7213688,7998469
7213689,7986638
7213690,7987662
7213691,6531504
7213692,7984119
7213693,7980623
7213694,7997312
7213695,7055284
7213696,159548
7213697,7994102
7213698,5581170
7213699,7995599
7213700,7984505
7213701,8002947
7213702,4435562
7213703,7982336
7213704,7908922
7213705,3422711
7213706,6645620
7213707,73106
7213708,5264930
7213709,7991678
7213710,6882409
7213711,7291545
7213712,7983828
7213713,7989940
7213714,7985722
7213715,7979504
7213716,7989772
7213717,7979510
7213718,7990037
7213719,7986629
7213720,7965365
7213721,7991282
7213722,3427112
7213723,2830563
7213724,7710714
7213725,1525860
7213726,7991075
7213727,7918022
7213728,7272291
7213729,5724777
7213730,7889891
7213731,7991821
7213732,7984999
7213733,8003875
7213734,6609332
7213735,78353
7213736,7980605
7213737,4657963
7213738,21000
7213739,7991205
7213740,6432589
7213741,7983497
7213742,7990565
7213743,7980238
7213744,7982807
7213745,7996253
7213746,7988231
7213747,7992529
7213748,7988068
7213749,5284646
7213750,7946239
7213751,7871065
7213752,7893436
7213753,6820964
7213754,4342231
7213755,7997787
7213756,7989030
7213757,7998615
7213758,7986680
7213759,7986849
7213760,7994959
7213761,7948138
7213762,2835178
7213763,3251343
7213764,7992880
7213765,7987498
7213766,7993743
7213767,7983438
7213768,7994958
7213769,8005669
7213770,7991225
7213771,7997620
7213772,7995707
7213773,7977278
7213774,7922595
7213775,2735276
7213776,101277
7213777,7979644
7213778,7983895
7213779,7953786
7213780,7983960
7213781,7979895
7213782,7986191
7213783,7995722
7213784,8005260
7213785,7993506
7213786,7984359
7213787,7993276
7213788,131135
7213789,7996732
7213790,7996947
7213791,8005398
7213792,7981416
7213793,7988415
7213794,7982846
7213795,7989388
7213796,7994616
7213797,7997263
7213798,7999572
7213799,8002145
7213800,7990575
7213801,7905381
7213802,7997429
7213803,7991189
7213804,7989262
7213805,7995747
7213806,446803
7213807,8006895
7213808,8001719
7213809,7987700
7213810,7986040
7213811,7979002
7213812,7990530
7213813,7991368
7213814,7995782
7213815,7994351
7213816,7984293
7213817,7915908
7213818,7989380
7213819,7980266
7213820,7983374
7213821,7895374
7213822,7999074
7213823,7980214
7213824,7989098
7213825,7973791
7213826,2734496
7213827,7983781
7213828,7979698
7213829,7984460
7213830,7979985
7213831,297357
7213832,7980284
7213833,7987230
7213834,7995458
7213835,7991103
7213836,7990870
7213837,6703637
7213838,7988794
7213839,7995716
7213840,7996320
7213841,7918801
7213842,7990931
7213843,7983105
7213844,7997741
7213845,7985833
7213846,7986261
7213847,7990400
7213848,7939310
7213849,7997548
7213850,7991922
7213851,7998069
7213852,7984508
7213853,7983765
7213854,7979707
7213855,7992236
7213856,7999305
7213857,5947260
7213858,7662871
7213859,8002234
7213860,7990319
7213861,7989432
7213862,7995391
7213863,7995634
7213864,8002500
7213865,7980966
7213866,7982998
7213867,7988350
7213868,7995225
7213869,7987055
7213870,7996291
7213871,7982100
7213872,7990639
7213873,7997397
7213874,7999741
7213875,7993513
7213876,7987932
7213877,8002779
7213878,7984050
7213879,7982070
7213880,7983843
7213881,7984944
7213882,7979754
7213883,7986894
7213884,7987050
7213885,7979222
7213886,7991390
7213887,7989541
7213888,8007585
7213889,7979305
7213890,7995386
7213891,7992932
7213892,7989844
7213893,7994547
7213894,7980871
7213895,7986151
7213896,7997916
7213897,7977172
7213898,7980623
7213899,7994917
7213900,7979840
7213901,7983067
7213902,7983609
7213903,7983841
7213904,7994046
7213905,7993943
7213906,7992538
7213907,7982136
7213908,3365221
7213909,7981941
7213910,7987715
7213911,7996452
7213912,7990631
7213913,7983991
7213914,7916111
7213915,7899345
7213916,7995163
7213917,7995805
7213918,7982445
7213919,7992716
7213920,7976775
7213921,7991837
7213922,7998807
7213923,7986028
7213924,7997852
7213925,7984981
7213926,7987743
7213927,7988433
7213928,7998703
7213929,7994912
7213930,7455991
7213931,7996118
7213932,8003627
7213933,7988052
7213934,7995365
7213935,7984047
7213936,8001315
7213937,7994779
7213938,7982293
7213939,8005548
7213940,7998915
7213941,7985807
7213942,7991034
7213943,864296
7213944,7985540
7213945,7985112
7213946,7982052
7213947,7988584
7213948,7999697
7213949,7979555
7213950,7990457
7213951,7995259
7213952,7988345
7213953,7985317
7213954,7990874
7213955,7959652
7213956,6548186
7213957,3201351
7213958,7993215
7213959,2828402
7213960,7991814
7213961,7985693
7213962,7933433
7213963,7733931
7213964,7986679
7213965,7999051
7213966,7972686
7213967,7991003
7213968,7990587
7213969,7996553
7213970,8007683
7213971,7994134
7213972,7994642
7213973,7990179
7213974,7980041
7213975,1494855
7213976,7999565
7213977,7976543
7213978,7981303
7213979,7285933
7213980,7990541
7213981,7987765
7213982,4302293
7213983,7990941
7213984,7989413
7213985,7994630
7213986,7998541
7213987,2878488
7213988,7990496
7213989,7625502
7213990,7589242
7213991,6826827
7213992,8001393
7213993,8000630
7213994,5645488
7213995,7987560
7213996,781341
7213997,2031184
7213998,7990804
7213999,7981923
7214000,7979384
7214001,7979286
7214002,6605563
7214003,78545
7214004,7993200
7214005,1598029
7214006,7999942
7214007,7982146
7214008,7980293
7214009,7989778
7214010,7984973
7214011,7997569
7214012,7992673
7214013,7948883
7214014,5082060
7214015,7937505
7214016,2164888
7214017,7761187
7214018,6124499
7214019,5418407
7214020,1174334
7214021,7999982
7214022,5607942
7214023,547154
7214024,7962879
7214025,7955303
7214026,0
7214027,7931412
7214028,1678446
7214029,7979579
7214030,7984761
7214031,7983906
7214032,7999754
7214033,7990117
7214034,7988128
7214035,7983954
7214036,7996721
7214037,1083969
7214038,7979635
7214039,2540625
7214040,7985704
7214041,7979167
7214042,1518803
7214043,7980889
7214044,7997767
7214045,7965146
7214046,3906606
7214047,7989193
7214048,7986901
7214049,7986784
7214050,1833520
7214051,7969294
7214052,7986419
7214053,7989197
7214054,7964412
7214055,7984068
7214056,7987834
7214057,3257488
7214058,7995009
7214059,7989264
7214060,7990959
7214061,7934129
7214062,591381
7214063,7994017
7214064,7996269
7214065,7997718
7214066,0
7214067,7982776
7214068,7981080
7214069,7992606
7214070,7982496
7214071,0
7214072,5758821
7214073,6532899
7214074,7992324
7214075,7999941
7214076,8015452
7214077,8007792
7214078,7988471
7214079,7993499
7214080,1516091
7214081,2236690
7214082,5601033
7214083,7923308
7214084,7863345
7214085,7893742
7214086,7993655
7214087,1449631
7214088,7982513
7214089,7627934
7214090,7176385
7214091,7903723
7214092,7775359
7214093,7988221
7214094,7997435
7214095,2242914
7214096,7999027
7214097,7987218
7214098,7989243
7214099,7991541
7214100,7980215
7214101,3581540
7214102,7944511
7214103,7987384
7214104,7962214
7214105,7995010
7214106,7987676
7214107,7980217
7214108,188316
7214109,3340514
7214110,7988586
7214111,7988338
7214112,7987450
7214113,7999890
7214114,7984706
7214115,7995095
7214116,7992098
7214117,7995724
7214118,7986947
7214119,7992962
7214120,7997744
7214121,7999415
7214122,7979033
7214123,7996327
7214124,7994450
7214125,7979899
7214126,7990055
7214127,7984059
7214128,7984897
7214129,7998646
7214130,7993534
7214131,7993609
7214132,7995841
7214133,7999896
7214134,7974143
7214135,7997028
7214136,7990824
7214137,299762
7214138,7981151
7214139,7983964
7214140,7992128
7214141,7986239
7214142,7951758
7214143,7995985
7214144,7990825
7214145,7985949
7214146,7988703
7214147,7998492
7214148,0
7214149,6360227
7214150,7984290
7214151,7996562
7214152,7995565
7214153,7995162
7214154,7990740
7214155,7995481
7214156,7980100
7214157,7982873
7214158,7990292
7214159,993290
7214160,7987059
7214161,7987584
7214162,7974136
7214163,7989799
7214164,7990937
7214165,7998390
7214166,7981662
7214167,8003479
7214168,7990840
7214169,7983523
7214170,7985311
7214171,7980404
7214172,7982810
7214173,7986575
7214174,7999843
7214175,7982625
7214176,5669414
7214177,8000583
7214178,7997359
7214179,7972752
7214180,7999033
7214181,7989875
7214182,7553796
7214183,7987483
7214184,7971948
7214185,4708526
7214186,7979353
7214187,7998804
7214188,7146342
7214189,7921781
7214190,6143855
7214191,7989208
7214192,7994482
7214193,7905296
7214194,7989555
7214195,6310515
7214196,7982659
7214197,79455
7214198,3125379
7214199,2758714
7214200,6603393
7214201,7992303
7214202,7900689
7214203,7992398
7214204,7989432
7214205,7997029
7214206,7988433
7214207,7985349
7214208,7993917
7214209,7985748
7214210,7983649
7214211,7988473
7214212,7999892
7214213,7993473
7214214,5535423
7214215,7979395
7214216,7980518
7214217,7992911
7214218,7990005
7214219,7995387
7214220,7994793
7214221,7995667
7214222,7990978
7214223,7979379
7214224,7986095
7214225,7987317
7214226,737299
7214227,7991243
7214228,7987819
7214229,7998166
7214230,6593330
7214231,7999197
7214232,7988756
7214233,7996043
7214234,7991201
7214235,7991695
7214236,7983475
7214237,7994838
7214238,7990981
7214239,2358250
7214240,7960313
7214241,7992816
7214242,7998878
7214243,7999768
7214244,7991102
7214245,7995679
7214246,7995852
7214247,7995955
7214248,7977440
7214249,7980201
7214250,1531992
7214251,7987081
7214252,7999869
7214253,7983810
7214254,7979490
7214255,7987154
7214256,7985300
7214257,7748323
7214258,7982708
7214259,7986250
7214260,7986029
7214261,7998735
7214262,7979339
7214263,7970746
7214264,7997015
7214265,7994880
7214266,7995690
7214267,7983800
7214268,7998396
7214269,7988436
7214270,7988332
7214271,7997653
7214272,7980359
7214273,7991713
7214274,7993708
7214275,7982413
7214276,7996272
7214277,7980024
7214278,762837
7214279,7999565
7214280,7996669
7214281,7983187
7214282,7997726
7214283,7987235
7214284,7998288
7214285,8000057
7214286,7992746
7214287,7981669
7214288,7982756
7214289,7991831
7214290,8006914
7214291,7990620
7214292,7981715
7214293,7984871
7214294,7984759
7214295,7989471
7214296,7993918
7214297,8001426
7214298,8005945
7214299,8007009
7214300,7984147
7214301,7985386
7214302,7968131
7214303,5727191
7214304,7985927
7214305,7999954
7214306,7993508
7214307,7933885
7214308,7996867
7214309,7990870
7214310,7999539
7214311,8007816
7214312,7994957
7214313,7994389
7214314,7980404
7214315,4177636
7214316,7985518
7214317,7982321
7214318,7984909
7214319,7979565
7214320,7981973
7214321,6927800
7214322,7984192
7214323,7993230
7214324,7985142
7214325,7997917
7214326,7611416
7214327,7992951
7214328,7998022
7214329,8013966
7214330,7989833
7214331,8000247
7214332,7995661
7214333,7988593
7214334,7995067
7214335,7988275
7214336,7980547
7214337,7991401
7214338,7989815
7214339,7996133
7214340,7985751
7214341,7987391
7214342,43479
7214343,7997355
7214344,7986303
7214345,8005672
7214346,7998361
7214347,7997872
7214348,7993848
7214349,7999265
7214350,7994882
7214351,7989796
7214352,7960892
7214353,7996621
7214354,7988841
7214355,7989987
7214356,7980191
7214357,5831023
7214358,7992154
7214359,7980348
7214360,7997983
7214361,7988562
7214362,7980277
7214363,7968334
7214364,7984159
7214365,7986416
7214366,7977931
7214367,7998321
7214368,7997477
7214369,121237
7214370,7993361
7214371,8004154
7214372,8010981
7214373,8000625
7214374,7983360
7214375,7993052
7214376,7979689
7214377,8002730
7214378,7986344
7214379,7994315
7214380,7996955
7214381,7980032
7214382,7989828
7214383,4309993
7214384,7982005
7214385,7981092
7214386,7992507
7214387,7982687
7214388,7993347
7214389,7989413
7214390,7980360
7214391,917195
7214392,7985432
7214393,7981863
7214394,7998649
7214395,7990134
7214396,7991247
7214397,7988018
7214398,7987512
7214399,7983922
7214400,7984326
7214401,7996491
7214402,7979826
7214403,7982258
7214404,7979183
7214405,7994676
7214406,7956563
7214407,7988397
7214408,7998520
7214409,7993160
7214410,7995443
7214411,7981687
7214412,7997333
7214413,8006658
7214414,7984261
7214415,7993673
7214416,7992041
7214417,7996515
7214418,7988278
7214419,7993934
7214420,7990109
7214421,7981613
7214422,7993806
7214423,7984324
7214424,7981888
7214425,7984166
7214426,7979621
7214427,7982885
7214428,7995007
7214429,7990045
7214430,7959102
7214431,7983157
7214432,7981394
7214433,1472298
7214434,7997571
7214435,7986699
7214436,7985430
7214437,7984176
7214438,8004893
7214439,7993168
7214440,7981282
7214441,7998066
7214442,7989694
7214443,4654965
7214444,7983991
7214445,7987940
7214446,7999639
7214447,7982727
7214448,7999185
7214449,7998109
7214450,7996793
7214451,7990795
7214452,7997153
7214453,1748280
7214454,7981216
7214455,7997642
7214456,7993520
7214457,7943915
7214458,7985699
7214459,7989961
7214460,7985419
7214461,7990307
7214462,7996748
7214463,982127
7214464,7990627
7214465,8001464
7214466,7995379
7214467,7987903
7214468,7946968
7214469,7982115
7214470,7980702
7214471,7992996
7214472,7989246
7214473,7994744
7214474,7979587
7214475,7992104
7214476,7995058
7214477,7991397
7214478,7988233
7214479,8005869
7214480,7997170
7214481,7980080
7214482,7987120
7214483,7983829
7214484,7985967
7214485,7994507
7214486,7998941
7214487,7996847
7214488,6688224
7214489,7983460
7214490,7998225
7214491,7989533
7214492,7987729
7214493,7998225
7214494,7983334
7214495,7999153
7214496,8009535
7214497,8021650
7214498,7995717
7214499,8001766
7214500,42000
7214501,7983350
7214502,7570432
7214503,7992213
7214504,7991023
7214505,7981734
7214506,7990800
7214507,7995429
7214508,7959102
7214509,7991052
7214510,7990947
7214511,7979078
7214512,7990434
7214513,2133560
7214514,7995954
7214515,7988166
7214516,7994670
7214517,7990571
7214518,7995387
7214519,7982352
7214520,7999729
7214521,7994265
7214522,7985384
7214523,7856690
7214524,7953065
7214525,0
7214526,7990201
7214527,7990394
7214528,7968246
7214529,7802150
7214530,7989423
7214531,7986276
7214532,7985739
7214533,7996836
7214534,7998250
7214535,8006308
7214536,7986624
7214537,7998899
7214538,7979415
7214539,7984814
7214540,7994028
7214541,7980816
7214542,7985244
7214543,7992224
7214544,7986155
7214545,991510
7214546,7984020
7214547,7979724
7214548,7983040
7214549,7994685
7214550,7986739
7214551,7989619
7214552,7972245
7214553,7993148
7214554,7995084
7214555,7994072
7214556,7998124
7214557,7980508
7214558,7999906
7214559,7990965
7214560,7982160
7214561,7987196
7214562,7999926
7214563,7985515
7214564,7989777
7214565,7988052
7214566,7982348
7214567,7997717
7214568,7994556
7214569,7984973
7214570,7979062
7214571,7995180
7214572,7992098
7214573,7991531
7214574,7985739
7214575,7992454
7214576,7989983
7214577,7990137
7214578,7995713
7214579,7991273
7214580,7995941
7214581,7996851
7214582,7992895
7214583,7993131
7214584,3634639
7214585,7997702
7214586,7992873
7214587,7996079
7214588,914927
7214589,7983282
7214590,7987364
7214591,7996764
7214592,7997521
7214593,7987887
7214594,7984038
7214595,7984496
7214596,7980919
7214597,115188
7214598,7997812
7214599,7981221
7214600,7998114
7214601,7981411
7214602,7994844
7214603,7998247
7214604,7996688
7214605,7996915
7214606,8006117
7214607,7991423
7214608,7993437
7214609,366120
7214610,7983193
7214611,7983226
7214612,7985154
7214613,7980088
7214614,7990396
7214615,7990793
7214616,7980933
7214617,7982403
7214618,7979263
7214619,7987066
7214620,7997097
7214621,7988293
7214622,5202908
7214623,7995145
7214624,7990560
7214625,7990496
7214626,7997297
7214627,7999900
7214628,7997202
7214629,0
7214630,7915299
7214631,7994864
7214632,7999043
7214633,7982591
7214634,7997519
7214635,7981421
7214636,3098499
7214637,7992230
7214638,7982746
7214639,7980247
7214640,7983269
7214641,7992366
7214642,7998103
7214643,7997599
7214644,7986662
7214645,5500910
7214646,7999392
7214647,7981524
7214648,7984008
7214649,7989368
7214650,7998323
7214651,7997501
7214652,7986940
7214653,7994271
7214654,0
7214655,8002530
7214656,7998966
7214657,7996615
7214658,7995625
7214659,7997798
7214660,7995839
7214661,7981002
7214662,7987197
7214663,8007716
7214664,7984448
7214665,7997282
7214666,7999291
7214667,8002771
7214668,7999729
7214669,7082801
7214670,2137821
7214671,7992267
7214672,7979345
7214673,7988443
7214674,7993107
7214675,7999304
7214676,7983116
7214677,7990928
7214678,7983554
7214679,7991230
7214680,7996354
7214681,7993011
7214682,1101903
7214683,7982986
7214684,7990971
7214685,7990894
7214686,7991056
7214687,7981978
7214688,7986229
7214689,7982880
7214690,7983982
7214691,7993671
7214692,2578350
7214693,7996716
7214694,7889175
7214695,7991851
7214696,7992521
7214697,7983244
7214698,7921478
7214699,7996876
7214700,7994357
7214701,7982637
7214702,7986865
7214703,7994105
7214704,7991189
7214705,178373
7214706,7997783
7214707,7998156
7214708,7998035
7214709,8004507
7214710,7995522
7214711,7993829
7214712,7997197
7214713,7997572
7214714,6807117
7214715,8003795
7214716,7989865
7214717,7993763
7214718,7993542
7214719,7998024
7214720,7967503
7214721,7584218
7214722,7999550
7214723,7729963
7214724,5364258
7214725,7957016
7214726,4453445
7214727,7916269
7214728,6659505
7214729,7991154
7214730,7986556
7214731,7990864
7214732,7988940
7214733,7985478
7214734,630943
7214735,7988357
7214736,7979381
7214737,7992786
7214738,7980888
7214739,7993248
7214740,7983552
7214741,7988840
7214742,7981680
7214743,7980802
7214744,7994469
7214745,7984634
7214746,8001636
7214747,7957963
7214748,7959509
7214749,4890611
7214750,322845
7214751,7994123
7214752,7999248
7214753,7964290
7214754,7887805
7214755,7999195
7214756,7987701
7214757,4154017
7214758,7987145
7214759,8006230
7214760,7991557
7214761,7979372
7214762,7999901
7214763,7997338
7214764,7993730
7214765,7660718
7214766,4528608
7214767,7972273
7214768,8001622
7214769,4617415
7214770,8002389
7214771,7989526
7214772,7998387
7214773,7983598
7214774,5324433
7214775,7998870
7214776,7982649
7214777,7981219
7214778,7991914
7214779,7998819
7214780,7995086
7214781,7994423
7214782,7986655
7214783,7983101
7214784,7982308
7214785,7991597
7214786,7992121
7214787,8007025
7214788,7999830
7214789,7991327
7214790,5269326
7214791,313506
7214792,7987051
7214793,7999835
7214794,7999008
7214795,7979921
7214796,7995780
7214797,7995923
7214798,7987804
7214799,7990808
7214800,7999349
7214801,7981184
7214802,7979083
7214803,2435999
7214804,7988019
7214805,7982836
7214806,7995895
7214807,7908783
7214808,7989429
7214809,7986597
7214810,7996590
7214811,7998621
7214812,7990860
7214813,7984822
7214814,7982197
7214815,8003139
7214816,7984226
7214817,7959888
7214818,7985599
7214819,7898702
7214820,397884
7214821,7979315
7214822,7993100
7214823,7990540
7214824,7994797
7214825,7993724
7214826,7981751
7214827,7999894
7214828,7709991
7214829,7997366
7214830,7994267
7214831,7976832
7214832,6484984
7214833,5640415
7214834,4531629
7214835,7990563
7214836,2856776
7214837,2877714
7214838,356705
7214839,4939940
7214840,7989292
7214841,4289028
7214842,2064163
7214843,7992165
7214844,5563075
7214845,2465591
7214846,7835456
7214847,2114712
7214848,7976706
7214849,5140935
7214850,7994952
7214851,7291494
7214852,7923890
7214853,1451906
7214854,2457705
7214855,1298883
7214856,7987693
7214857,7992750
7214858,7981877
7214859,7998062
7214860,7986056
7214861,7997585
7214862,7666650
7214863,7991703
7214864,7915806
7214865,7985791
7214866,7997661
